county,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)"
36113,22.58605728,0,New York,Warren County,973.4590686,1655.557998,387,1360.459069,41.2005457,17.82474127,682.0989297,295.0989297,65337,295.0989297
36115,17.41394273,0,New York,Washington County,750.5409314,1276.442002,166,916.5409314,41.2005457,28.19564616,525.9010703,359.9010703,,359.9010703
36117,25.98645199,0,New York,Wayne County,1891.392303,2334.56666,653,2544.392303,18.98315283,0,443.174357,-209.825643,92473,0
36119,265.5135932,0,New York,Westchester County,22773.26793,37265.59024,13850,36623.26793,38.88928691,1.723633791,14492.32231,642.3223059,968802,642.3223059
36121,11.80886918,0,New York,Wyoming County,577.491796,1084.130377,144,721.491796,46.7322558,33.4497205,506.6385809,362.6385809,,362.6385809
36123,6.399399874,1,New York,Yates County,453.372868,575.1255528,82,535.372868,21.16975749,6.912001142,121.7526848,39.75268478,,39.75268478
37001,40,0,North Carolina,Alamance County,3020,4056,1173,4193,25.54240631,0,1036,-137,154378,0
37003,4.331136099,1,North Carolina,Alexander County,268.0973245,565.8629314,39,307.0973245,52.62150785,45.72937941,297.7656068,258.7656068,,258.7656068
37005,3.087691187,1,North Carolina,Alleghany County,228.8176256,375.1216315,86,314.8176256,39.00175131,16.07585401,146.3040058,60.30400583,,60.30400583
37007,4.33646236,1,North Carolina,Anson County,332.5381925,517.1801951,189,521.5381925,35.70167696,0,184.6420026,-4.357997423,,0
37009,7.733947837,1,North Carolina,Ashe County,770.2029957,998.7841207,130,900.2029957,22.88593904,9.870113363,228.581125,98.58112496,,98.58112496
37011,4.810621138,1,North Carolina,Avery County,479.0767781,621.2573583,105,584.0767781,22.88593904,5.98473077,142.1805803,37.18058029,,37.18058029
37013,14.97004917,0,North Carolina,Beaufort County,753.492475,993.3971092,427,1180.492475,24.14992272,0,239.9046342,-187.0953658,,0
37015,8.362769486,1,North Carolina,Bertie County,293.24233,908.0876866,101,394.24233,67.70770771,56.58543378,614.8453566,513.8453566,,513.8453566
37017,15.38067949,0,North Carolina,Bladen County,1222.25133,1710.33156,244,1466.25133,28.53717026,14.27093056,488.0802292,244.0802292,,244.0802292
37019,28,0,North Carolina,Brunswick County,1914,2970,255,2169,35.55555556,26.96969697,1056,801,115301,801
37021,57,0,North Carolina,Buncombe County,4720,6985,2200,6920,32.42662849,0.930565498,2265,65,247912,65
37023,17.50817391,0,North Carolina,Burke County,1800.648348,2830.937044,398,2198.648348,36.39391056,22.33496139,1030.288696,632.2886957,89842,632.2886957
37025,30.61646926,0,North Carolina,Cabarrus County,2652.421884,3247.821771,615,3267.421884,18.33228327,0,595.3998872,-19.6001128,187226,0
37027,15.6688639,0,North Carolina,Caldwell County,969.9026755,2047.137069,345,1314.902676,52.62150785,35.76870374,1077.234393,732.2343932,81990,732.2343932
37029,1.703834511,1,North Carolina,Camden County,99.4419778,183.0331315,25,124.4419778,45.66995769,32.01122837,83.59115372,58.59115372,,58.59115372
37031,21.72865445,0,North Carolina,Carteret County,1093.675607,1441.891223,429,1522.675607,24.14992272,0,348.2156162,-80.78438385,68434,0
37033,8.178814578,1,North Carolina,Caswell County,515.2653184,816.9467361,205,720.2653184,36.92791762,11.8344824,301.6814177,96.6814177,,96.6814177
37035,33,0,North Carolina,Catawba County,3527,4693,601,4128,24.8455146,12.03920733,1166,565,154810,565
37037,13.81652516,0,North Carolina,Chatham County,1037.966453,1844.506109,266,1303.966453,43.72659176,29.30538715,806.5396562,540.5396562,66817,540.5396562
37039,4.415339014,1,North Carolina,Cherokee County,283.2310115,404.1333827,132,415.2310115,29.91645244,0,120.9023713,-11.09762875,,0
37041,6.149344097,1,North Carolina,Chowan County,358.8980827,660.588631,191,549.8980827,45.66995769,16.75635079,301.6905483,110.6905483,,110.6905483
37043,2.280103742,1,North Carolina,Clay County,146.2619489,208.6965543,43,189.2619489,29.91645244,9.312374838,62.43460541,19.43460541,,19.43460541
37045,23.08750795,0,North Carolina,Cleveland County,2173.277053,3314.78745,602,2775.277053,34.4369108,16.27586702,1141.510397,539.5103972,97047,539.5103972
37047,23.9275481,0,North Carolina,Columbus County,1901.442489,2660.743348,316,2217.442489,28.53717026,16.66078992,759.3008596,443.3008596,,443.3008596
37049,19,0,North Carolina,Craven County,1005,2856,802,1807,64.81092437,36.72969188,1851,1049,104489,1049
37051,109,0,North Carolina,Cumberland County,7690,9567,2062,9752,19.61952545,0,1877,-185,325871,0
37053,4.717457114,1,North Carolina,Currituck County,275.3279516,506.7692566,91,366.3279516,45.66995769,27.71306729,231.4413051,140.4413051,,140.4413051
37055,17.15464345,0,North Carolina,Dare County,601.5313018,1862.770522,59,660.5313018,67.70770771,64.54038252,1261.239221,1202.239221,,1202.239221
37057,48,0,North Carolina,Davidson County,5125,6182,673,5798,17.09802653,6.211582012,1057,384,163420,384
37059,9.542429285,1,North Carolina,Davie County,266.0429285,938.9750416,173,439.0429285,71.66666667,53.24232179,672.9321131,499.9321131,,499.9321131
37061,24.60345435,0,North Carolina,Duplin County,1254.776172,1868.878393,265,1519.776172,32.85939968,18.67977189,614.1022207,349.1022207,,349.1022207
37063,90,0,North Carolina,Durham County,8171,11067,2809,10980,26.16788651,0.7861209,2896,87,288133,87
37065,16.26720808,0,North Carolina,Edgecombe County,1233.054373,1823.011786,741,1974.054373,32.36168947,0,589.9574131,-151.0425869,,0
37067,147,0,North Carolina,Forsyth County,9715,15491,2944,12659,37.28616616,18.28158286,5776,2832,361220,2832
37069,16.67160416,0,North Carolina,Franklin County,828.8168925,2056.958399,254,1082.816893,59.70667696,47.3583475,1228.141507,974.1415065,,974.1415065
37071,79,0,North Carolina,Gaston County,6196,8756,1443,7639,29.23709456,12.75696665,2560,1117,209420,1117
37073,2.314328961,1,North Carolina,Gates County,135.0726539,248.6150353,18,153.0726539,45.66995769,38.42984851,113.5423814,95.54238143,,95.54238143
37075,1.635648755,1,North Carolina,Graham County,124.4456094,197.958934,54,178.4456094,37.13564379,9.857258876,73.5133246,19.5133246,,19.5133246
37077,13.73648378,0,North Carolina,Granville County,865.3984782,1372.078494,299,1164.398478,36.92791762,15.13616144,506.680016,207.680016,,207.680016
37079,3.219746614,1,North Carolina,Greene County,207.3321683,267.4341051,140,347.3321683,22.4735498,0,60.1019368,-79.8980632,,0
37081,165,0,North Carolina,Guilford County,13856,18393,4525,18381,24.66699288,0.065242212,4537,12,506610,12
37083,54.65203762,0,North Carolina,Halifax County,2440.332288,3362.288401,613,3053.332288,27.4204947,9.18886413,921.9561129,308.9561129,,308.9561129
37085,49,0,North Carolina,Harnett County,1627,2664,405,2032,38.92642643,23.72372372,1037,632,124987,632
37087,23.63826999,0,North Carolina,Haywood County,1798.478375,2860.887287,454,2252.478375,37.13564379,21.26644118,1062.408912,608.4089122,,608.4089122
37089,21.71278329,0,North Carolina,Henderson County,1479.685972,2626.442601,401,1880.685972,43.66197183,28.39417196,1146.756629,745.7566287,109540,745.7566287
37091,17.73667712,0,North Carolina,Hertford County,791.9811912,1091.191223,187,978.9811912,27.4204947,10.28326008,299.2100314,112.2100314,,112.2100314
37093,21.3366221,0,North Carolina,Hoke County,1416.061405,2142.761651,159,1575.061405,33.91418949,26.49385882,726.7002467,567.7002467,,567.7002467
37095,1.783167496,1,North Carolina,Hyde County,62.52715589,193.6287313,27,89.52715589,67.70770771,53.76349612,131.1015755,104.1015755,,104.1015755
37097,33.44925125,0,North Carolina,Iredell County,1564.925125,2914.206323,887,2451.925125,46.30012595,15.86302227,1349.281198,462.281198,164517,462.281198
37099,15.7462965,0,North Carolina,Jackson County,1028.194212,1486.018729,164,1192.194212,30.80879859,19.77259852,457.8245172,293.8245172,,293.8245172
37101,51,0,North Carolina,Johnston County,4602,6375,1090,5692,27.81176471,10.71372549,1773,683,177967,683
37103,2.57826021,1,North Carolina,Jones County,141.455898,273.0865341,35,176.455898,48.2010717,35.38462137,131.6306361,96.6306361,,96.6306361
37105,18.18347484,0,North Carolina,Lee County,1366.033547,2427.493891,588,1954.033547,43.72659176,19.50407972,1061.460344,473.4603438,,473.4603438
37107,24.13116745,0,North Carolina,Lenoir County,1323.953241,2555.947169,886,2209.953241,48.2010717,13.53681843,1231.993927,345.9939274,,345.9939274
37109,10.91534756,0,North Carolina,Lincoln County,957.8217481,1563.07777,267,1224.821748,38.72206704,21.64038338,605.256022,338.256022,79740,338.256022
37111,8.491826087,1,North Carolina,McDowell County,873.3516522,1373.062957,111,984.3516522,36.39391056,28.30979472,499.7113044,388.7113044,,388.7113044
37113,13.07595406,0,North Carolina,Macon County,838.7839941,1196.834383,77,915.7839941,29.91645244,23.48281375,358.050389,281.050389,,281.050389
37115,5.001310616,1,North Carolina,Madison County,380.5163827,605.2975098,178,558.5163827,37.13564379,7.728617146,224.7811271,46.78112713,,46.78112713
37117,10.16500829,0,North Carolina,Martin County,356.4382255,1103.787313,280,636.4382255,67.70770771,42.34050185,747.3490879,467.3490879,,467.3490879
37119,291,0,North Carolina,Mecklenburg County,26936,31530,5375,32311,14.57025056,0,4594,-781,990977,0
37121,3.946161098,1,North Carolina,Mitchell County,392.9875354,509.6185189,148,540.9875354,22.88593904,0,116.6309836,-31.36901644,,0
37123,7.766349699,1,North Carolina,Montgomery County,666.8348535,1037.209393,125,791.8348535,35.70875291,23.65718445,370.3745391,245.3745391,,245.3745391
37125,21.2336503,0,North Carolina,Moore County,1823.165147,2835.790607,313,2136.165147,35.70875291,24.6712666,1012.625461,699.6254609,91587,699.6254609
37127,28.73279192,0,North Carolina,Nash County,2177.945627,3219.988214,602,2779.945627,32.36168947,13.66596887,1042.042587,440.0425869,95093,440.0425869
37129,80.80131209,0,North Carolina,New Hanover County,7514.315839,9201.301781,1670,9184.315839,18.33420946,0.184603682,1686.985942,16.98594189,213267,16.98594189
37131,14.93131946,0,North Carolina,Northampton County,666.7158735,918.600741,225,891.7158735,27.4204947,2.926719551,251.8848675,26.88486748,,26.88486748
37133,40.29057234,0,North Carolina,Onslow County,2704.590861,3920.966297,495,3199.590861,31.02233848,18.39789944,1216.375437,721.3754365,185220,721.3754365
37135,53,0,North Carolina,Orange County,4797,5340,513,5310,10.16853933,0.561797753,543,30,140352,30
37137,2.301296379,1,North Carolina,Pamlico County,115.8319178,152.7116674,11,126.8319178,24.14992272,16.94680577,36.87974967,25.87974967,,25.87974967
37139,14.34661958,0,North Carolina,Pasquotank County,837.320888,1541.174739,507,1344.320888,45.66995769,12.77297417,703.8538513,196.8538513,,196.8538513
37141,8.19868791,1,North Carolina,Pender County,862.6841612,913.6982193,141,1003.684161,5.583250249,0,51.01405811,-89.98594189,,0
37143,3.768415742,1,North Carolina,Perquimans County,219.938446,404.8192062,103,322.938446,45.66995769,20.22650085,184.8807602,81.88076018,,81.88076018
37145,13.08470164,0,North Carolina,Person County,824.3362034,1306.97477,300,1124.336203,36.92791762,13.97414629,482.6385663,182.6385663,,182.6385663
37147,66,0,North Carolina,Pitt County,6968,8909,1518,8486,21.78695701,4.748007633,1941,423,174263,423
37149,4.344089092,1,North Carolina,Polk County,426.9054826,624.7589949,54,480.9054826,31.6687737,23.02544076,197.8535123,143.8535123,,143.8535123
37151,26,0,North Carolina,Randolph County,1940,3089,858,2798,37.19650372,9.420524442,1149,291,142577,291
37153,26.41256653,0,North Carolina,Richmond County,1752.939894,2652.520836,545,2297.939894,33.91418949,13.36769678,899.5809425,354.5809425,,354.5809425
37155,101.6917724,0,North Carolina,Robeson County,3111.306181,6400.925092,1246,4357.306181,51.39286687,31.92693059,3289.618911,2043.618911,134841,2043.618911
37157,31.01683554,0,North Carolina,Rockingham County,1863.279657,3274.923928,435,2298.279657,43.10464311,29.82189183,1411.644271,976.6442712,91878,976.6442712
37159,36,0,North Carolina,Rowan County,2724,3577,850,3574,23.84679899,0.083869164,853,3,138323,3
37161,14.6530554,0,North Carolina,Rutherford County,1439.995717,2107.375785,238,1677.995717,31.6687737,20.37510688,667.3800685,429.3800685,66956,429.3800685
37163,25.39654565,0,North Carolina,Sampson County,1295.223828,1929.121607,361,1656.223828,32.85939968,14.14621962,633.8977793,272.8977793,,272.8977793
37165,20.25081137,0,North Carolina,Scotland County,1343.998702,2033.717513,726,2069.998702,33.91418949,0,689.7188109,-36.28118915,,0
37167,20.38353074,0,North Carolina,Stanly County,1645.578116,1988.178229,322,1967.578116,17.2318612,1.036130087,342.6001128,20.6001128,,20.6001128
37169,9.983164458,1,North Carolina,Stokes County,599.720343,1054.076072,163,762.720343,43.10464311,27.64086356,454.3557288,291.3557288,,291.3557288
37171,22.12731245,0,North Carolina,Surry County,1639.775091,2688.233066,381,2020.775091,39.00175131,24.82887305,1048.457975,667.4579752,73050,667.4579752
37173,4.207077326,1,North Carolina,Swain County,320.0884666,509.1732198,30,350.0884666,37.13564379,31.24373926,189.0847532,159.0847532,,159.0847532
37175,5.287216709,1,North Carolina,Transylvania County,360.3140276,639.5573989,159,519.3140276,43.66197183,18.80102889,279.2433714,120.2433714,,120.2433714
37177,1.153814262,1,North Carolina,Tyrrell County,40.45874793,125.2891791,37,77.45874793,67.70770771,38.17602727,84.83043118,47.83043118,,47.83043118
37179,16.66353764,0,North Carolina,Union County,1286.461808,1910.819805,436,1722.461808,32.67487577,9.857444273,624.3579974,188.3579974,212756,188.3579974
37181,21.50961235,0,North Carolina,Vance County,1069.335014,2653.876458,330,1399.335014,59.70667696,47.27203634,1584.541443,1254.541443,,1254.541443
37183,217,0,North Carolina,Wake County,22836,27965,3781,26617,18.34078312,4.820311103,5129,1348,974289,1348
37185,8.498749288,1,North Carolina,Warren County,398.8187402,759.0847786,117,515.8187402,47.46057997,32.04728184,360.2660384,243.2660384,,243.2660384
37187,7.380597015,1,North Carolina,Washington County,258.8022388,801.4365672,249,507.8022388,67.70770771,36.63849896,542.6343284,293.6343284,,293.6343284
37189,42.51691631,0,North Carolina,Watauga County,4234.144967,5490.756049,179,4413.144967,22.88593904,19.6259144,1256.611082,1077.611082,,1077.611082
37191,35,0,North Carolina,Wayne County,2622,3556,1303,3925,26.26546682,0,934,-369,124583,0
37193,21.78499636,0,North Carolina,Wilkes County,1614.407283,2646.645302,386,2000.407283,39.00175131,24.41725071,1032.238019,646.2380189,69023,646.2380189
37195,29.78025339,0,North Carolina,Wilson County,1917.667832,2473.565895,836,2753.667832,22.4735498,0,555.8980632,-280.1019368,81667,0
37197,10.00831947,0,North Carolina,Yadkin County,279.0319468,984.8186356,210,489.0319468,71.66666667,50.34294345,705.7866889,495.7866889,,495.7866889
37199,3.992353619,1,North Carolina,Yancey County,397.5877239,515.5839531,153,550.5877239,22.88593904,0,117.9962292,-35.00377082,,0
38001,0.461053296,1,North Dakota,Adams County,18.34563229,52.10974456,12,30.34563229,64.79423868,41.76591624,33.76411227,21.76411227,,21.76411227
38003,3.537403267,1,North Dakota,Barnes County,225.5094583,431.2416165,150,375.5094583,47.70693512,12.92365024,205.7321582,55.73215821,,55.73215821
38005,1.626827171,1,North Dakota,Benson County,103.7102322,198.3250215,20,123.7102322,47.70693512,37.62247889,94.61478934,74.61478934,,74.61478934
38007,0.040681173,1,North Dakota,Billings County,1.618732261,4.597918638,,1.618732261,64.79423868,64.79423868,2.979186377,2.979186377,,2.979186377
38009,1.806534824,1,North Dakota,Bottineau County,115.166595,220.2330181,29,144.166595,47.70693512,34.539064,105.066423,76.06642304,,76.06642304
38011,0.51529486,1,North Dakota,Bowman County,20.50394197,58.24030274,12,32.50394197,64.79423868,44.18995018,37.73636077,25.73636077,,25.73636077
38013,0.508514664,1,North Dakota,Burke County,20.23415326,57.47398297,,20.23415326,64.79423868,64.79423868,37.23982971,37.23982971,,37.23982971
38015,18.89057688,0,North Dakota,Burleigh County,2565.970027,3128.751796,796,3361.970027,17.98742138,0,562.7817697,-233.2182303,88457,0
38017,37,0,North Dakota,Cass County,6573,7671,1544,8117,14.31364881,0,1098,-446,162829,0
38019,0.432180851,1,North Dakota,Cavalier County,45.02364066,58.89184397,10,55.02364066,23.54859752,6.568317527,13.86820331,3.86820331,,3.86820331
38021,1.636285469,1,North Dakota,Dickey County,104.3131986,199.478074,59,163.3131986,47.70693512,18.12974961,95.16487532,36.16487532,,36.16487532
38023,0.142384106,1,North Dakota,Divide County,5.665562914,16.09271523,,5.665562914,64.79423868,64.79423868,10.42715232,10.42715232,,10.42715232
38025,0.298328603,1,North Dakota,Dunn County,11.87070325,33.71807001,4,15.87070325,64.79423868,52.93116349,21.84736676,17.84736676,,17.84736676
38027,0.60533104,1,North Dakota,Eddy County,38.58985383,73.79535684,22,60.58985383,47.70693512,17.89476137,35.20550301,13.20550301,,13.20550301
38029,0.216793266,1,North Dakota,Emmons County,29.447752,35.90638473,24,53.447752,17.98742138,0,6.458632724,-17.54136728,,0
38031,1.730868444,1,North Dakota,Foster County,110.3428633,211.0085985,25,135.3428633,47.70693512,35.8590767,100.6657352,75.66573517,,75.66573517
38033,0.555976033,1,North Dakota,Golden Valley County,22.12267424,62.83822138,18,40.12267424,64.79423868,36.14925223,40.71554715,22.71554715,,22.71554715
38035,39.22207447,0,North Dakota,Grand Forks County,4086.068558,5344.661348,925,5011.068558,23.54859752,6.241607614,1258.59279,333.5927896,69179,333.5927896
38037,0.345789972,1,North Dakota,Grant County,13.75922422,39.08230842,12,25.75922422,64.79423868,34.08980876,25.3230842,13.3230842,,13.3230842
38039,0.152925532,1,North Dakota,Griggs County,15.93144208,20.83865248,18,33.93144208,23.54859752,0,4.907210402,-13.0927896,,0
38041,0.155944497,1,North Dakota,Hettinger County,6.205140334,17.62535478,1,7.205140334,64.79423868,59.12059402,11.42021444,10.42021444,,10.42021444
38043,0.261137344,1,North Dakota,Kidder County,35.47115582,43.25087251,6,41.47115582,17.98742138,4.114868874,7.779716691,1.779716691,,1.779716691
38045,1.002579536,1,North Dakota,LaMoure County,63.9144454,122.2235598,9,72.9144454,47.70693512,40.34337934,58.30911436,49.30911436,,49.30911436
38047,0.216793266,1,North Dakota,Logan County,29.447752,35.90638473,,29.447752,17.98742138,17.98742138,6.458632724,6.458632724,,6.458632724
